"user_id","item_ids"
"user_4245","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_261","event_1189,event_2171,event_336,event_1715,event_1218,event_2953,event_168,event_2846,event_1320,event_349"
"user_9817","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_52,event_193,event_306"
"user_861","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_7774","event_825,event_682,event_569,event_183,event_595,event_151,event_953,event_222,event_688,event_1028"
"user_4380","event_1128,event_212,event_806,event_191,event_70,event_34,event_215,event_570,event_2321,event_338"
"user_5104","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_566","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_845","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_10307","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_4815","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_2187","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_2854","event_200,event_99,event_129,event_215,event_466,event_671,event_1910,event_80,event_1525,event_682"
"user_5239","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1216","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_6364","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_4752","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_5553","event_1749,event_152,event_1854,event_427,event_544,event_1773,event_247,event_1884,event_597,event_71"
"user_4071","event_495,event_1122,event_838,event_378,event_349,event_1320,event_2171,event_1218,event_2953,event_168"
"user_568","event_674,event_449,event_292,event_435,event_1123,event_1292,event_200,event_565,event_1180,event_16"
"user_2264","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_2350","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_1504","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5430","event_449,event_674,event_16,event_57,event_135,event_185,event_223,event_284,event_292,event_601"
"user_4313","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_4334","event_2036,event_122,event_378,event_570,event_818,event_983,event_1541,event_280,event_775,event_812"
"user_5149","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_52,event_193,event_306"
"user_5331","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_2698","event_157,event_222,event_122,event_570,event_608,event_733,event_818,event_1128,event_1541,event_1774"
"user_4077","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5248","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_10435","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_1250","event_151,event_953,event_595,event_183,event_569,event_682,event_825,event_122,event_223,event_284"
"user_1755","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_8840","event_544,event_918,event_30,event_100,event_463,event_865,event_24,event_2,event_117,event_266"
"user_9004","event_1481,event_1066,event_1463,event_1380,event_30,event_100,event_463,event_865,event_2,event_117"
"user_7759","event_2,event_266,event_16,event_30,event_57,event_100,event_135,event_463,event_608,event_657"
"user_6340","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_7866","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_3520","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5374","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_4472","event_200,event_129,event_466,event_843,event_857,event_2239,event_52,event_193,event_306,event_4593"
"user_5251","event_953,event_151,event_595,event_183,event_569,event_682,event_825,event_223,event_284,event_1009"
"user_3938","event_657,event_1967,event_65,event_378,event_907,event_658,event_1386,event_1413,event_1460,event_2012"
"user_9031","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_6030","event_1304,event_200,event_129,event_466,event_80,event_727,event_1525,event_502,event_573,event_569"
"user_603","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_52,event_193,event_306"
"user_7404","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_49","event_222,event_688,event_825,event_1028,event_1108,event_913,event_706,event_69,event_457,event_34"
"user_6108","event_122,event_570,event_818,event_1541,event_70,event_49,event_151,event_462,event_1650,event_1515"
"user_9512","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_4914","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_6009","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_5699","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_1718","event_2093,event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559"
"user_5186","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_6859","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_3559","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_9140","event_200,event_2321,event_2317,event_129,event_157,event_466,event_716,event_733,event_843,event_857"
"user_3482","event_122,event_570,event_818,event_1541,event_70,event_49,event_151,event_462,event_1650,event_1515"
"user_5648","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_7160","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1242","event_119,event_245,event_849,event_1773,event_1601,event_727,event_49,event_387,event_462,event_502"
"user_5564","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_6627","event_1749,event_30,event_100,event_463,event_865,event_2,event_117,event_266,event_422,event_247"
"user_820","event_2846,event_349,event_1715,event_336,event_1320,event_1218,event_2953,event_168,event_1189,event_2171"
"user_3436","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_7335","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_6857","event_2193,event_1189,event_1320,event_1033,event_336,event_2953,event_1218,event_1715,event_168,event_2171"
"user_4958","event_2846,event_1715,event_349,event_2953,event_1218,event_336,event_1320,event_2171,event_168,event_233"
"user_10403","event_349,event_1320,event_2171,event_1218,event_2953,event_168,event_336,event_1715,event_1189,event_2846"
"user_9759","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_52,event_193,event_306"
"user_3041","event_122,event_378,event_570,event_818,event_983,event_1541,event_52,event_193,event_306,event_4593"
"user_5227","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_2609","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_9484","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_1631","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_2484","event_65,event_907,event_338,event_1029,event_505,event_71,event_917,event_1331,event_238,event_1481"
"user_1205","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_8691","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_52,event_193,event_306"
"user_9172","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_2724","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_4191","event_71,event_262,event_751,event_1802,event_102,event_338,event_65,event_806,event_191,event_70"
"user_459","event_838,event_1122,event_495,event_378,event_2953,event_2171,event_1218,event_325,event_168,event_1715"
"user_4276","event_233,event_1086,event_1308,event_463,event_247,event_505,event_759,event_387,event_1047,event_119"
"user_8239","event_2846,event_349,event_1715,event_336,event_1320,event_1218,event_2953,event_168,event_1189,event_2171"
"user_6369","event_302,event_808,event_447,event_750,event_814,event_573,event_727,event_818,event_849,event_157"
"user_2503","event_565,event_890,event_65,event_857,event_907,event_1009,event_2239,event_1463,event_998,event_597"
"user_10597","event_2846,event_349,event_1715,event_336,event_1033,event_1320,event_1218,event_2953,event_168,event_1189"
"user_4240","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_5849","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_1532","event_1184,event_122,event_570,event_818,event_1541,event_70,event_49,event_151,event_462,event_1650"
"user_5222","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_8163","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_10039","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_4478","event_422,event_495,event_1122,event_838,event_378,event_349,event_857,event_2239,event_1320,event_2171"
"user_1803","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_9620","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_9629","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_3689","event_682,event_2846,event_34,event_918,event_30,event_65,event_99,event_100,event_177,event_215"
"user_1807","event_1481,event_1066,event_1463,event_1380,event_65,event_907,event_338,event_1029,event_505,event_71"
"user_4061","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_6483","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_10410","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_7429","event_122,event_1650,event_196,event_72,event_957,event_44,event_1092,event_1964,event_1036,event_718"
"user_3176","event_674,event_435,event_200,event_449,event_129,event_292,event_466,event_843,event_857,event_2239"
"user_7210","event_200,event_817,event_1380,event_122,event_129,event_378,event_466,event_570,event_818,event_843"
"user_3017","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_1342","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_885","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_3209","event_918,event_1122,event_495,event_692,event_388,event_838,event_2283,event_378,event_1967,event_2846"
"user_3772","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_6828","event_1463,event_1481,event_1066,event_1607,event_1029,event_1380,event_152,event_30,event_100,event_463"
"user_670","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_7936","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_10646","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_1353","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_6421","event_24,event_119,event_245,event_849,event_544,event_727,event_49,event_387,event_462,event_502"
"user_2533","event_284,event_2037,event_80,event_200,event_349,event_817,event_1380,event_65,event_99,event_122"
"user_6829","event_72,event_67,event_53,event_1036,event_44,event_1092,event_718,event_27,event_957,event_884"
"user_1266","event_544,event_918,event_24,event_1574,event_30,event_65,event_100,event_463,event_857,event_907"
"user_2051","event_422,event_857,event_2239,event_1463,event_998,event_597,event_1607,event_565,event_817,event_1380"
"user_643","event_2953,event_2171,event_349,event_1320,event_1218,event_168,event_24,event_336,event_1715,event_1189"
"user_3825","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_3944","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_9270","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_9409","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_50","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_6515","event_1715,event_168,event_2846,event_1218,event_2171,event_336,event_2953,event_1320,event_1189,event_349"
"user_7868","event_1730,event_200,event_129,event_466,event_80,event_727,event_1525,event_502,event_573,event_569"
"user_9399","event_53,event_27,event_67,event_1964,event_72,event_44,event_1036,event_884,event_957,event_1092"
"user_172","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_2778","event_714,event_1396,event_1650,event_30,event_100,event_122,event_222,event_292,event_378,event_463"
"user_3561","event_262,event_1802,event_751,event_102,event_338,event_71,event_65,event_1396,event_570,event_70"
"user_6914","event_1911,event_378,event_2171,event_838,event_1715,event_1218,event_336,event_168,event_1189,event_2846"
"user_4369","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_6189","event_838,event_1122,event_495,event_378,event_1911,event_1715,event_168,event_2846,event_1218,event_2171"
"user_2979","event_284,event_2037,event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802"
"user_1116","event_838,event_918,event_388,event_1122,event_495,event_692,event_2283,event_378,event_1967,event_1911"
"user_3441","event_449,event_674,event_16,event_57,event_135,event_185,event_223,event_284,event_292,event_601"
"user_6714","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_9945","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_3122","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_6695","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_849","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_9770","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_924","event_80,event_200,event_99,event_122,event_129,event_215,event_466,event_570,event_671,event_818"
"user_2215","event_1029,event_1607,event_2317,event_1154,event_156,event_1335,event_338,event_117,event_1099,event_1748"
"user_1886","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_7578","event_1911,event_349,event_1320,event_2171,event_495,event_1218,event_2953,event_168,event_336,event_1122"
"user_2323","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1265","event_838,event_1122,event_495,event_378,event_2953,event_2171,event_1218,event_325,event_168,event_1715"
"user_2648","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_4782","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1559","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_4054","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_2590","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_7271","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_2117","event_682,event_65,event_907,event_569,event_595,event_183,event_338,event_151,event_1029,event_825"
"user_7840","event_2846,event_349,event_1715,event_336,event_1320,event_1218,event_2953,event_168,event_1189,event_2171"
"user_7923","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_7304","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_1913","event_284,event_2037,event_200,event_2321,event_2317,event_129,event_157,event_466,event_716,event_733"
"user_160","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_4633","event_2,event_76,event_266,event_449,event_1911,event_16,event_30,event_57,event_100,event_135"
"user_6125","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_8230","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_7","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_12","event_200,event_30,event_100,event_129,event_222,event_292,event_463,event_466,event_688,event_825"
"user_8104","event_1964,event_387,event_53,event_27,event_1036,event_718,event_957,event_67,event_196,event_884"
"user_201","event_1184,event_99,event_215,event_671,event_1910,event_682,event_34,event_302,event_373,event_72"
"user_3921","event_1086,event_1308,event_200,event_129,event_466,event_759,event_80,event_505,event_247,event_727"
"user_7563","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_3540","event_1122,event_495,event_838,event_378,event_2846,event_349,event_1715,event_325,event_336,event_1320"
"user_3024","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_9573","event_122,event_1650,event_196,event_72,event_957,event_44,event_1092,event_1964,event_1036,event_718"
"user_493","event_152,event_1819,event_119,event_245,event_849,event_1854,event_1627,event_2036,event_388,event_1189"
"user_9255","event_1715,event_168,event_2846,event_1218,event_2171,event_336,event_2953,event_1320,event_1189,event_349"
"user_10016","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_413","event_1380,event_1066,event_1481,event_1463,event_1802,event_427,event_817,event_913,event_262,event_238"
"user_6615","event_387,event_196,event_718,event_957,event_1964,event_1036,event_1092,event_53,event_884,event_27"
"user_6358","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1554","event_2953,event_2171,event_1218,event_168,event_1715,event_1320,event_336,event_1189,event_2846,event_349"
"user_2247","event_1967,event_692,event_1122,event_388,event_495,event_838,event_918,event_2283,event_378,event_601"
"user_9181","event_152,event_1854,event_595,event_569,event_183,event_682,event_151,event_427,event_825,event_953"
"user_10062","event_152,event_1819,event_119,event_245,event_849,event_1854,event_52,event_193,event_306,event_4593"
"user_499","event_325,event_1819,event_838,event_1911,event_1715,event_168,event_2846,event_1218,event_2171,event_336"
"user_4439","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_8617","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_1447","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_9412","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_10181","event_2317,event_1154,event_156,event_1335,event_338,event_117,event_1029,event_1099,event_1748,event_258"
"user_7585","event_2846,event_349,event_1715,event_336,event_1320,event_1218,event_2953,event_168,event_1189,event_2171"
"user_6397","event_457,event_387,event_119,event_222,event_245,event_688,event_825,event_849,event_1028,event_1108"
"user_2495","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_2173","event_1047,event_2321,event_177,event_1396,event_338,event_65,event_215,event_1128,event_71,event_751"
"user_5746","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_8818","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_2846,event_682,event_199"
"user_2580","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_5774","event_72,event_67,event_53,event_1036,event_44,event_1092,event_718,event_27,event_957,event_884"
"user_1160","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_8270","event_200,event_129,event_466,event_843,event_857,event_2239,event_80,event_1463,event_998,event_597"
"user_9882","event_825,event_30,event_100,event_463,event_682,event_569,event_183,event_865,event_595,event_2"
"user_8910","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_52,event_193,event_306"
"user_6614","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_8635","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_52,event_193,event_306"
"user_5577","event_1802,event_427,event_817,event_1380,event_1066,event_913,event_262,event_238,event_960,event_156"
"user_3064","event_495,event_1122,event_838,event_378,event_349,event_1320,event_2171,event_1218,event_2953,event_168"
"user_6830","event_65,event_99,event_177,event_215,event_671,event_907,event_1910,event_52,event_193,event_306"
"user_9715","event_674,event_435,event_200,event_449,event_129,event_292,event_466,event_843,event_857,event_2239"
"user_10490","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_1322","event_152,event_1819,event_65,event_99,event_119,event_177,event_215,event_245,event_671,event_849"
"user_6283","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_753","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
"user_8154","event_857,event_2239,event_1463,event_998,event_597,event_1607,event_565,event_817,event_1380,event_1486"
"user_4791","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_186","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_10392","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_5776","event_34,event_65,event_177,event_215,event_338,event_1396,event_71,event_262,event_751,event_191"
"user_2859","event_601,event_168,event_336,event_1189,event_1320,event_2953,event_1218,event_1715,event_2171,event_2846"
"user_1715","event_152,event_857,event_998,event_427,event_827,event_917,event_1486,event_238,event_30,event_1964"
"user_3299","event_94,event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657"
"user_3592","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_2260","event_1802,event_427,event_817,event_1380,event_1066,event_913,event_262,event_238,event_960,event_156"
"user_1981","event_52,event_193,event_306,event_4593,event_561,event_893,event_1464,event_1470,event_1559,event_1706"
"user_3835","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_731","event_601,event_168,event_336,event_1189,event_1320,event_2953,event_1218,event_1715,event_2171,event_2846"
"user_5822","event_196,event_957,event_884,event_53,event_1964,event_72,event_718,event_1092,event_67,event_1036"
"user_9992","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_7307","event_122,event_378,event_570,event_818,event_983,event_1541,event_714,event_1802,event_70,event_49"
"user_5771","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_8918","event_325,event_1819,event_601,event_1911,event_168,event_1122,event_336,event_1189,event_1320,event_2953"
"user_1049","event_119,event_245,event_849,event_727,event_49,event_387,event_462,event_502,event_659,event_863"
"user_3760","event_72,event_67,event_53,event_1036,event_44,event_1092,event_718,event_27,event_957,event_884"
"user_1253","event_838,event_1122,event_495,event_378,event_1911,event_1715,event_168,event_2846,event_1218,event_2171"
"user_5978","event_422,event_2317,event_1154,event_156,event_1335,event_338,event_117,event_1029,event_1099,event_1748"
"user_122","event_463,event_247,event_505,event_1548,event_1086,event_759,event_1308,event_152,event_1047,event_30"
"user_6669","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_2492","event_152,event_1819,event_119,event_245,event_849,event_1854,event_388,event_1189,event_727,event_49"
"user_3313","event_16,event_57,event_135,event_185,event_223,event_284,event_601,event_608,event_657,event_953"
"user_481","event_2093,event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108"
"user_8067","event_1911,event_838,event_1715,event_168,event_2846,event_1218,event_2171,event_336,event_2953,event_325"
"user_1240","event_2321,event_2317,event_157,event_716,event_733,event_1128,event_1154,event_156,event_1335,event_338"
"user_1517","event_30,event_100,event_222,event_292,event_463,event_688,event_825,event_1028,event_1108,event_1365"
